id,answer
3564,the first 20thcentury artists
3565,central and south america
3566,nature
3567,2000
3568,christmas
3569,the rubia plant
3570,the communist party
3571,the neolithic period
3572,the principle
3573,red
3574,romans
3575,even more money
3576,even more money
3577,red lac
3578,the 8th century bc
3579,red
3580,holidays
3581,the fall
3582,his famous hymn
3583,the largest political party
3584,1962
3585,red coloration
3586,recent years
3587,the middle ages
3588,the brightest color
3589,abbe suger
3590,the virgin mary
3591,recent years
3592,the 16th century
3593,the 1920s
3594,red stripes
3595,french
3596,the face
3597,red color
3598,the color
3599,five years
3600,the red sky
3601,more than twenty centuries
3602,red
3603,red
3604,october
3605,these studies
3606,one to two percent
3607,silver
3608,van gogh
3609,chinese new year celebrations
3610,the egyptians
3611,tyrian purple
3612,the cincinnati red stockings
3613,the fourth and fifth
3614,five years
3615,recent years
3616,one popular color
3617,one popular color
